acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo,valence,year
0.0376,['Jimmy Buffett'],0.638,276733,0.648,0,1NVnks3SiWkJi4TOBJo6PH,0.0378,2,0.0616,-13.791,1,Tampico Trauma,27,1977-01-01,0.0284,135.216,0.956,1977
0.109,['Kyber'],0.8,184424,0.502,0,658wWN8OiahFR0D2hpOXpb,0.295,2,0.0848,-8.732999999999999,1,Something in a Pit,0,2020-09-18,0.0946,80.013,0.52,2020
0.939,['Mistinguett'],0.76,140867,0.366,0,3JXqcCMCG5fmd3TULURKkN,0.0,2,0.407,-10.173,1,On M'suit,0,1928,0.065,129.07399999999998,0.846,1928
0.124,['Nathaniel Rateliff & The Night Sweats'],0.6659999999999999,214160,0.6459999999999999,0,7ADBL3WZ9Oyj7zgkg7ODT8,0.28600000000000003,2,0.095,-7.722,1,You Worry Me,63,2018-03-09,0.0268,100.05,0.664,2018
0.916,"['Sarah Vaughan', 'Oscar Peterson', 'Joe Pass', 'Louis Bellson', 'Ray Brown']",0.295,275973,0.0802,0,3dxoefyUNXA6hlPZRh9SzX,0.0,10,0.125,-21.323,1,Midnight Sun,21,1978-01-01,0.0414,78.592,0.102,1978
0.878,['Javier Solís'],0.383,178133,0.243,0,6vtom4nRuQ17wV8gK20HoY,8.93e-06,10,0.16899999999999998,-14.271,1,Échame a Mí la Culpa,20,1957,0.0397,93.361,0.324,1957
0.927,['Bert Kaempfert'],0.407,180947,0.223,0,5iHy1Z7mGkZzKr3OR3DQp2,0.213,5,0.106,-7.989,1,Dreaming The Blues,16,1961-01-01,0.0286,69.862,0.155,1961
0.325,['Thievery Corporation'],0.74,230267,0.589,0,6vxkqv1JheZ13gppcxHRXO,0.007659999999999998,10,0.108,-5.33,0,The Richest Man In Babylon,50,2002,0.0368,91.998,0.893,2002
0.989,['Ethel Waters'],0.66,204573,0.11,0,33v3eC44xoY0brO1L6sDx6,0.0,10,0.0898,-12.595,1,You Can't Stop Me From Loving You,1,1925,0.0921,114.574,0.6679999999999999,1925
0.5770000000000001,['BONES'],0.69,178224,0.8029999999999999,1,1ZNVczQsUBA64aWhvWqaap,6.49e-05,7,0.117,-9.084,0,CtrlAltDelete,69,2017-04-21,0.0915,161.489,0.204,2017
0.0868,"['Kyau & Albert', 'Davey Asprey']",0.4370000000000001,194414,0.931,0,4cfqMhdmOzlBNkge4PghyS,0.0052,9,0.334,-3.268,0,Mein Herz - Davey Asprey Remix,10,2017-12-15,0.0524,134.993,0.4970000000000001,2017
0.732,['Sasha Sloan'],0.628,184893,0.298,0,3kywzyEr7V106Un5cDyh12,0.0,11,0.116,-9.539,1,Older,63,2018-11-29,0.0713,63.762,0.166,2018
0.995,"['Francisco Canaro', 'Charlo']",0.753,171680,0.188,0,6Qi4Yu24X9XXGVShmanTMR,0.467,7,0.111,-12.742,1,"Sentate, Hermano - Remasterizado",0,1929-10-18,0.081,122.076,0.627,1929
0.16,['Action Bronson'],0.619,249773,0.937,1,697zIbTO0LMhupzGblYREm,0.0,1,0.17,-5.835,1,Imported Goods,51,2010-08-27,0.355,93.294,0.677,2010
0.00055,['Elysian'],0.521,75720,0.902,0,5LvfgyTDNtQG0vJaClqnku,0.00809,7,0.6579999999999999,-8.375,0,Beyond The Comfort Zone (Mixed),48,2020-12-11,0.0812,129.995,0.349,2020
0.622,['Jefferson Starship'],0.536,216240,0.527,0,62NJcC5piTuieIFiDZxiz1,0.000334,2,0.0937,-11.092,1,With Your Love - Remastered,41,1976-01-01,0.0327,121.297,0.48,1976
0.188,['Eddie Beram'],0.493,129000,0.931,0,7LnbDLBrb8MA4Ybp7L0Fsu,0.804,10,0.163,-7.351,0,Riot In Thunder Alley,26,1967-07-01,0.0702,139.106,0.197,1967
0.0132,"['Nick Jonas', 'Tinashe']",0.684,222187,0.71,1,5NQJnRpJHRaupdegphntQT,0.0,11,0.444,-3.614,0,Jealous - Remix,67,2015-11-20,0.0779,93.007,0.451,2015
0.99,"['Francisco Canaro', 'Agustín Irusta']",0.84,165413,0.17600000000000002,0,3scUh5FeQROzlBHmT2L8FP,0.234,5,0.115,-10.561,1,Julián Navarro - Remasterizado,0,1927-09-05,0.0668,115.291,0.628,1927
0.423,['Frankie Ruiz'],0.718,383093,0.772,0,68IaufFR18zolGm8wn3Hq7,6.09e-05,5,0.0639,-9.148,1,La Rueda,59,1998-02-25,0.0353,103.423,0.962,1998
0.8740000000000001,['H.P. Lovecraft'],0.621,134400,0.407,0,5EH2vVjkgWXoDg8nWAmSjx,0.0,9,0.175,-16.977,1,Capítulo 2.5 - el Que Susurraba en la Oscuridad,0,1930,0.963,174.00799999999995,0.632,1930
0.000129,['Edgar Broughton Band'],0.643,194973,0.585,0,7hkbN0EGvWTLxgiauS3hAm,0.00873,2,0.0975,-10.62,1,Gone Blue - 2004 Remaster,2,2011-01-17,0.0354,139.936,0.7609999999999999,2011
0.49,"['Joseph Garlington', ""Integrity's Hosanna! Music""]",0.159,193960,0.265,0,21Hs9AKH5Jah0gEV2jZVVt,0.0,2,0.21,-16.41,1,"Change My Heart, O God",33,1988-01-01,0.0301,78.185,0.279,1988
0.973,['Bill Evans'],0.45,295253,0.0533,0,5l0TSFftfKMk7FF84EO7FO,0.8290000000000001,3,0.181,-19.282,1,What Is There To Say?,41,1959,0.0357,104.326,0.098,1959
0.523,['Miklos Rozsa conductin the Rome Symphony Orchestra'],0.16899999999999998,291554,0.302,0,5qSLmEA4JDH2B516AWJJSR,0.942,4,0.128,-13.864,0,Diane (1956) Love Theme,0,1946-02-01,0.0365,112.928,0.0563,1946
0.0586,['Modern Talking'],0.845,334600,0.541,0,0Zn63G0XTiqXwr1KSmARWz,0.0586,1,0.149,-9.029,0,"You're My Heart, You're My Soul",65,1985,0.0748,117.362,0.79,1985
0.313,['Macy Gray'],0.593,239440,0.642,0,5TAf4lnZCZTLlZHNZMLFLi,0.000582,2,0.0804,-7.284,1,I Try,71,1999-07-03,0.0299,76.403,0.736,1999
0.00856,['Hystericmaniak'],0.754,371500,0.6509999999999999,0,3FHrPcEaBw5FfExI9yUVph,0.726,1,0.0808,-10.819,1,Bassfo - Original Mix,0,2011-12-22,0.0579,126.006,0.206,2011
0.486,['Victor Silvester and his Ballroom Orchestra'],0.446,185360,0.35100000000000003,0,2ORI5E8VfXNb2dGmLscf2L,0.00947,4,0.6509999999999999,-15.579,0,Stars Over Rio,0,1936,0.035,77.41199999999998,0.6559999999999999,1936
0.5870000000000001,['Seweryn Goszczyński'],0.7340000000000001,101300,0.244,0,2SyHAnB4OxivZAS5ROcfRR,0.0,2,0.388,-17.086,1,Chapter 2.20 - Zamek kaniowski,0,1928,0.932,121.804,0.684,1928
0.000922,['Tim Lighterz'],0.508,459159,0.977,0,2bs3qR8E5DvJx30Akbd59M,0.895,0,0.83,-6.959,0,Just Believe - Original Mix,0,2014-12-25,0.179,138.013,0.265,2014
0.43,['Whitney Houston'],0.496,251427,0.5710000000000001,0,07M76e7IXxYdnC1BBiJxEX,0.0,5,0.0332,-9.958,0,All The Man That I Need,53,1990-11-04,0.0335,150.944,0.25,1990
0.0075200000000000015,['Rock Projection'],0.6579999999999999,236844,0.4970000000000001,0,2y4FI6Lsu19OdrWBfySJD9,0.898,11,0.0998,-8.751,0,Are We Going Down - Pro Edit Mix,0,1927,0.0286,130.59,0.7070000000000001,1927
0.8759999999999999,"['Johannes Brahms', 'Karl Böhm', 'Staatskapelle Dresden']",0.406,356480,0.318,0,1LoWWybelTldVC9oiB6F0x,0.915,0,0.251,-10.743,1,"Brahms: Symphony No. 4 in E Minor, Op. 98: III. Allegro giocoso",0,1935,0.0319,63.449,0.318,1935
0.812,['Zoot Sims And His Five Brothers'],0.611,163280,0.579,0,0C9c1an4e85lPSvVD9KQ2Y,0.0585,10,0.295,-5.8889999999999985,1,Yellow Duck - Remastered,0,1953,0.0394,100.313,0.8540000000000001,1953
0.0008560000000000001,"['Rich Brian', 'Keith Ape', 'XXXTENTACION']",0.6809999999999999,173294,0.659,1,2PqSNVmiEQpFkLoNPoDfwI,8.17e-06,9,0.11,-6.405,1,Gospel,68,2017-05-12,0.268,156.004,0.225,2017
0.158,"['Willie Hutch', 'The Temptations']",0.792,437800,0.769,0,5JP24znXPRtDm9mSbkYDH0,0.258,11,0.0333,-9.074,1,"Inside You - From ""The Last Dragon"" Soundtrack",21,1985-02-23,0.0473,122.043,0.297,1985
0.0578,['John Hiatt'],0.627,243733,0.8490000000000001,0,5emgLPFQWiBlFpRybWQXPm,0.00046,7,0.131,-7.397,1,Ethylene,32,1995-01-01,0.0498,123.09,0.521,1995
0.0353,['Styx'],0.333,302160,0.626,0,2UpMxlf6h57UsAU77G172s,0.000953,4,0.0606,-15.075,0,Miss America,40,1977-01-01,0.0721,138.298,0.507,1977
0.415,['The Byrds'],0.358,158160,0.86,0,5yWCvezVrYmyX6FbvfL1qw,0.0933,4,0.14300000000000002,-8.617,0,I See You,25,1966-07-18,0.0973,111.843,0.794,1966
0.13699999999999998,['Selena'],0.593,184067,0.484,0,1W35GFblfAKr7TpHPXfSjk,0.000305,10,0.3,-9.971,1,Como La Flor - Remastered,36,1993-01-01,0.0301,181.979,0.866,1993
0.993,"['Ludwig van Beethoven', 'Claudio Arrau']",0.477,59627,0.112,0,3qMBBsxz9OisBengdaaeG6,0.901,10,0.104,-21.434,1,"6 Variations on an Original Theme in F Major, Op. 34: Variation II",0,1941,0.0609,117.598,0.7390000000000001,1941
0.00223,['Dr. Alban'],0.718,241067,0.795,0,6RQtvdmW0fnWv1VOKpgYcq,0.006529999999999999,5,0.34,-7.232,0,Sing Hallelujah!,67,1997-06-15,0.0386,124.692,0.843,1997
0.674,['Mary Wells'],0.318,138760,0.324,0,3EGDsG8PvTgF5d3bK2FwM4,0.000117,5,0.224,-11.918,1,You're My Desire,19,1962,0.0322,185.803,0.602,1962
0.0167,['City Girls'],0.938,158332,0.638,1,3A2yGHWIzmGEIolwonU69h,0.0,8,0.111,-4.713,1,Act Up,72,2018-11-16,0.189,97.075,0.313,2018
0.0859,"['Big Sean', 'Chris Brown']",0.305,254387,0.7829999999999999,1,5mQ0NFfwMoxLaxknSX6fh9,0.0,8,0.249,-5.666,1,My Last - Single Version,0,2021-01-22,0.263,174.55900000000003,0.369,2021
0.433,['Juan Gabriel'],0.42,198773,0.251,0,1A8Pqi4Iu55CFTY0URjT7U,0.0,7,0.213,-16.082,1,¡Arriba Juárez!,43,1992,0.1,155.784,0.747,1992
0.552,['The Shirelles'],0.757,137413,0.49,0,5j6QLo0onzodjzTuhUWWTe,0.0,7,0.324,-12.01,0,Foolish Little Girl,20,1975,0.0352,111.063,0.901,1975
0.861,['Geeta Dutt'],0.405,218647,0.752,0,14yxYjA9ZQp9IZ3j2Ul1am,0.0,1,0.195,-7.1229999999999976,1,Ghooghat Mora Khul Khul,0,1949-12-31,0.287,73.805,0.8270000000000001,1949
0.977,['Benny Goodman'],0.5,153027,0.48,0,2LjSGOaO5p7HoBz7hu1ImC,0.897,8,0.188,-9.218,1,Let's Dance,1,1937,0.0528,204.241,0.888,1937
0.0241,['David Bowie'],0.476,159958,0.7879999999999999,0,1dWoKufYqWrjfxYhFnHyMP,0.0377,2,0.358,-10.654000000000002,1,Hang on to Yourself - 2012 Remaster,50,1972-06-06,0.0322,89.551,0.936,1972
0.7979999999999999,['Bill Haley & His Comets'],0.775,164560,0.843,0,220hdVDFHxIuTvwPGyMFcl,3.96e-05,2,0.322,-7.143,1,Burn That Candle,24,1955-12-19,0.0524,92.966,0.775,1955
0.0131,['System Of A Down'],0.345,175267,0.958,0,0dgCqrI14Oe3nqGLS3qbzJ,1.01e-05,8,0.264,-3.284,1,U-Fig,49,2005-11-22,0.08199999999999999,87.149,0.147,2005
0.875,['Chuck Berry'],0.511,165413,0.29,0,0MOJRZrM1SvFN8mEtHCy5d,0.0226,0,0.188,-15.583,1,Sweet Sixteen,17,1961-01-01,0.0365,92.391,0.336,1961
0.29600000000000004,['Stevie Wonder'],0.7490000000000001,202707,0.6409999999999999,0,1inwt0v9a4ib9yS6Y4KsdM,0.000104,10,0.501,-10.06,0,You Haven't Done Nothin',50,1974-07-22,0.0356,101.467,0.841,1974
0.0342,['Eddie Money'],0.614,187800,0.789,0,1PUwqWUz1Zz345y1s9YRv1,0.00132,9,0.114,-10.241,1,Shakin',54,1983,0.0342,113.701,0.899,1983
0.000798,['Def Leppard'],0.65,322867,0.921,0,3ybF6Iaia01EbXg5VmxPcb,0.0298,9,0.134,-6.0139999999999985,1,Armageddon It,49,1987-08-03,0.0359,119.8,0.648,1987
0.402,['Эрнест Хемингуэй'],0.679,321764,0.267,1,4tjK2wXKSWLdd3umL31bK2,0.0,1,0.381,-17.232,1,Часть 47.2 & Часть 48.1 - Прощай оружие,0,1929,0.931,90.585,0.731,1929
0.489,['Los Tigres Del Norte'],0.833,174720,0.624,0,0zOD60KKOJiKTBKli1d9eV,0.000281,3,0.239,-7.183,1,El Ejemplo,54,2009-01-01,0.0691,108.291,0.958,2009
0.32,['James Taylor'],0.675,271707,0.448,0,0RJ6CvfsnjMK3v4KK4Y6fo,0.0,2,0.0825,-11.52,0,Shower the People,41,1976,0.0235,98.499,0.568,1976
0.413,['Eric Benét'],0.7140000000000001,240360,0.5720000000000001,0,1lcZPCRAuVXCHSqPsFaWlw,0.0,10,0.0474,-2.8310000000000004,1,Spiritual Thang,41,1996-09-24,0.108,191.111,0.909,1996
0.404,['The Temptations'],0.59,164160,0.737,0,676Rf0qIOh2gKNEl9TnCOx,0.0,7,0.108,-5.867000000000001,1,Get Ready,63,1966,0.0384,132.966,0.877,1966
0.86,['Lowell Lo'],0.535,273667,0.3,0,6zzVfWt16XAejBMA0mnDvg,0.5670000000000001,4,0.113,-18.306,0,一生所愛,45,1995,0.0285,104.26,0.227,1995
0.299,['Joe Walsh'],0.484,283867,0.573,0,6Lxn6n4qQawPrjVqM6Lesx,0.00393,2,0.261,-16.622,1,Meadows,31,1973-06-18,0.0611,113.563,0.313,1973
0.747,"['Luther Vandross', 'Mariah Carey']",0.231,259667,0.477,0,7IljDTNkQEyy77CcaRbiAj,2.61e-06,10,0.122,-7.747999999999997,1,Endless Love (with Mariah Carey),60,1994-09-20,0.029,95.969,0.235,1994
0.0908,['ZZ Top'],0.546,137240,0.8640000000000001,0,5QaQnaDC7nR1mkRN9zXNnS,0.008140000000000001,7,0.277,-7.6320000000000014,1,Tush,46,2005-07-19,0.0393,145.65200000000004,0.863,2005
0.276,"['Miezko227', 'Alibi Montana']",0.6940000000000001,239000,0.498,0,4r8pgW9PoHVhyTG4bCYpzc,4.79e-06,7,0.105,-8.943,0,Tard la Nuit,0,1920-09-24,0.29600000000000004,180.05700000000004,0.45,1920
0.604,['Marisela'],0.624,234813,0.348,0,3Z9aprxYvRLS9YfxoPxee2,0.00015800000000000002,5,0.313,-11.093,1,Vete Con Ella,50,1998,0.0256,143.319,0.411,1998
0.043,['Alan Jackson'],0.606,230133,0.86,0,6T7zOXCUuk0DFFUQKs4Wml,0.0,9,0.262,-8.954,1,I Don't Even Know Your Name,46,1995-10-16,0.0373,128.828,0.8590000000000001,1995
0.0336,['Cold Chisel'],0.389,173306,0.953,0,7G5eBJbcCGu6XMBcjRvqK9,0.00251,9,0.293,-3.304,1,Standing On The Outside - 2011 Remastered,49,1980,0.0635,160.0,0.529,1980
0.991,['Umm Kulthum'],0.254,364000,0.0646,0,7m9QpVA5hQacbi8Q28yziu,0.00688,1,0.139,-24.113000000000003,1,Alby Ghadar Bi,0,1931-01-01,0.0486,56.073,0.22,1931
0.359,['Labi Siffre'],0.468,213200,0.55,0,2xjv06k7zfnHV9zanSLRdI,9.07e-05,9,0.0971,-10.916,1,Watch Me,48,1972,0.0483,168.49,0.725,1972
0.967,"['Johann Sebastian Bach', 'Glenn Gould']",0.393,54693,0.332,0,6hPh5GXzBVMkSJDk5JQFkJ,0.905,7,0.145,-20.8,1,"Goldberg Variations, BWV 988: Variation 3. Canone all' Unisuono. a 1 Clav. - 1955 Version",13,1956,0.038,109.125,0.764,1956
0.994,"['Frédéric Chopin', 'Arthur Rubinstein']",0.455,283840,0.0202,0,5j3wXxleEgzFh9TWxY0TmH,0.916,11,0.126,-20.545,1,"Chopin: Nocturne No. 9 in B Major, Op. 32 No. 1",18,1928,0.0491,66.324,0.174,1928
0.345,['Seals and Crofts'],0.517,247813,0.5820000000000001,0,01U7AowXWVSzZ8K3LxAeED,0.00132,4,0.0871,-6.055,0,Diamond Girl,39,1972,0.0305,138.793,0.402,1972
0.995,"['Vincenzo Bellini', 'Maria Callas', 'Giuseppe Di Stefano', 'Piero Campolonghi', 'Robert Silva', 'Tanis Lugo', 'Ignacio Rufino', 'Rosa Rimoch', 'Palacio de Bellas Artes Chorus', 'Palacio de Bellas Artes Orchestra', 'Guido Picco']",0.404,189027,0.175,0,0qIM9hndOnZgUz9OLnnUie,0.00611,8,0.109,-18.022,1,I puritani: Act I Scene 1: Or dove fuggo io mai? (Riccardo),0,1952,0.0863,130.483,0.259,1952
0.984,"['Ludwig van Beethoven', 'Rudolf Serkin']",0.224,520200,0.198,0,3ZCnNNow1LK6zvXpwgXSSt,0.895,10,0.103,-18.721,0,"Sonata No. 23 in F Minor, Op. 57 ""Appassionata"": I. Allegro assai",0,1947,0.037000000000000005,78.37100000000002,0.0558,1947
0.946,['Cab Calloway & His Orchestra'],0.635,170400,0.528,0,0An4DZJIa8IiXUHxEvtZ6W,0.00509,10,0.313,-11.258,0,Fifteen Minute Intermission - Live,0,1927,0.271,168.532,0.8029999999999999,1927
0.0499,['Joe Sample'],0.62,269773,0.573,0,5CDtqiUxqPN62XXrDQPe3O,0.8640000000000001,0,0.0675,-14.692,1,Spellbound,29,1989-03-10,0.034,101.525,0.7659999999999999,1989
0.675,['Эрих Мария Ремарк'],0.685,161200,0.219,1,3GFe1JVWDueqIbXs7jGvEe,0.0,9,0.124,-13.566,1,Часть 55.3 - Обратный путь,0,1931,0.953,77.715,0.369,1931
0.000892,['The Dandy Warhols'],0.5579999999999999,211227,0.932,0,6n9ANRPSiIeJgxwMEeOfnw,0.677,2,0.152,-5.73,1,Bohemian Like You,19,2010-01-01,0.0389,131.497,0.531,2010
0.758,['Monica Zetterlund'],0.364,135627,0.607,0,4jYQDYfknEGqOeVrM0jgrI,0.0,9,0.157,-5.473,0,I New York,36,1962-04-03,0.0354,83.318,0.449,1962
0.644,['Charles Mingus'],0.324,359706,0.6609999999999999,0,4n77pXlOavBcFqauIxR5xN,0.00043,5,0.0691,-9.363,0,Tonight at Noon,10,1961,0.0538,79.089,0.454,1961
0.995,"['Frédéric Chopin', 'Arthur Rubinstein']",0.281,211493,0.0251,0,68HUHhrWESMGfDNOvqdpEy,0.911,8,0.0965,-25.94400000000001,1,"Waltz No. 1 in A-Flat Major, Op. 69 ""L'Adieu"" - Remastered",26,1953,0.0435,70.578,0.0792,1953
0.948,['William Warfield'],0.26,220840,0.152,0,2VbBNlbt8h3qlp1RQtWyNu,1.7e-05,0,0.542,-15.728,1,Ol' Man River,16,1951-09-24,0.0407,99.727,0.183,1951
0.5429999999999999,['Bee Gees'],0.29,227493,0.424,0,2NxY5rwB1QhkcpnkD62h7G,0.0,2,0.238,-13.282,1,I Can't See Nobody,49,1967-07-14,0.0358,105.005,0.6859999999999999,1967
0.722,['Dizzy Gillespie'],0.482,424667,0.569,0,1SO8QwKbvO5vFyXGHi5Zrb,8.23e-05,3,0.737,-10.568,0,School Days,1,1953-10-13,0.2,175.668,0.672,1953
0.809,['Patsy Cline'],0.757,154667,0.196,0,7E8nKMtXMqIQbvl1Ta9Ucw,0.0,0,0.14,-15.395,1,Walkin' After Midnight,56,1957-08-05,0.0386,90.305,0.813,1957
0.981,['Oscar Peterson'],0.49,166053,0.0389,0,4uUKgJS8XN3QSFeu9VUda4,0.932,8,0.126,-28.804,1,Smoke Gets In Your Eyes,14,1959-01-01,0.05,112.312,0.0882,1959
0.79,['The Everly Brothers'],0.685,144093,0.366,0,11gbOKxXMLeK104RNFN7tG,1.31e-06,4,0.237,-13.762,1,Some Sweet Day,11,1960,0.0315,114.51,0.6459999999999999,1960
0.963,['Ella Fitzgerald'],0.298,130240,0.0982,0,2Lg1uIDGa0Lel1FKk6ldkX,0.0083,0,0.0924,-17.881,0,O Little Town Of Bethlehem - Remastered,18,1967-11,0.0382,85.946,0.163,1967
0.125,['Souls Of Mischief'],0.59,286440,0.672,0,0PV1TFUMTBrDETzW6KQulB,1.04e-06,1,0.147,-11.792,1,93 'Til Infinity,67,1993-02-13,0.412,206.247,0.688,1993
0.0616,"['Eminem', 'Sia']",0.685,265025,0.815,1,7hiBhOh4s8G0xmGYBAjyuw,0.0,11,0.154,-4.494,0,Beautiful Pain,63,2013-11-05,0.459,165.36900000000003,0.4,2013
0.953,['Frank Sinatra'],0.222,221827,0.0653,0,4FylEaO7ZcbRNLhRairniu,0.000611,3,0.125,-19.459,1,Why Try To Change Me Now? - Remastered,53,1959-07,0.0447,76.828,0.211,1959
0.983,['Benny Goodman'],0.6409999999999999,185427,0.114,0,38QMkuqwHmKcpWLLCGR2qq,0.058,8,0.241,-15.19,1,Symphony - Instrumental,3,1938,0.0346,104.329,0.441,1938
0.29100000000000004,"['Paul McCartney', 'Linda McCartney']",0.688,202147,0.779,0,0yFwE99GFtFLJmNiLvB9KX,0.79,9,0.0552,-8.131,1,Eat At Home - Remastered 2012,40,1971-05-17,0.0292,129.234,0.966,1971
0.932,['Thelonious Monk'],0.539,351733,0.147,0,6JmJPms6dsHONi6JBkMHgT,0.855,8,0.206,-17.206,1,Tea For Two,15,1956,0.0503,113.784,0.202,1956
0.885,['Free'],0.453,232507,0.11,0,7iA3xHruObBBOiqYRUVKTD,0.404,9,0.109,-18.771,1,Lying In The Sunshine,25,1969-10-01,0.0348,101.067,0.191,1969
0.987,['Oscar Peterson'],0.708,231740,0.173,0,4C1I03Z66hyn4JhOwOW26P,0.928,3,0.102,-18.213,1,I Know That You Know,5,1954-02-07,0.0522,139.489,0.586,1954
0.448,['Tom Petty and the Heartbreakers'],0.55,214733,0.8240000000000001,0,7MRyJPksH3G2cXHN8UKYzP,0.000127,2,0.366,-5.988,1,American Girl,73,1976-11-09,0.0334,114.512,0.777,1976
0.949,['Roy Fox'],0.392,172213,0.0691,0,6MuPCNsDwileSW5gUAgbTF,0.246,7,0.0683,-16.602999999999998,1,Cherie (Roy Fox),0,1934,0.0363,113.032,0.231,1934
0.992,['Stella Xaskil'],0.507,207653,0.278,0,0hCBn3Q6BEVUkYfRbuGofW,0.157,11,0.122,-9.55,0,Mes th xasapiki agora,0,1950-01-01,0.0468,98.775,0.75,1950
0.995,"['Frédéric Chopin', 'Nikita Magaloff']",0.307,337507,0.0734,0,1oE8EQrkRi5ZFZ08vvy6nL,0.899,6,0.106,-24.29,1,"Impromptu No.3 in G flat, Op.51",11,1955-01-01,0.0418,80.535,0.112,1955
0.889,['Lead Belly'],0.473,226377,0.448,0,1pO21ziHyXO357llraYO1e,0.105,4,0.17600000000000002,-11.147,1,The Gallis Pole,0,1943,0.0474,141.579,0.8240000000000001,1943
0.299,"['C-BONY', 'Guy C-bony', 'guy sibony']",0.371,194658,0.44,1,7wSmLAkqQbNaRqef44F0JE,4.86e-06,4,0.285,-7.955,1,Where Did You Sleep Last Night,0,1937,0.0339,142.859,0.258,1937
0.463,['Primus'],0.376,42733,0.34,0,4CrYXvIkkdABV8xYVjzQ2n,0.0523,2,0.249,-19.672,1,Seas Of Cheese,32,1991-01-01,0.537,178.127,0.112,1991
0.954,"['Richard Wagner', 'Joseph Keilberth', 'Bayreuth Festival Orchestra']",0.385,175000,0.251,0,0aIj0bNHnQteGwcrbyGANQ,0.0339,2,0.459,-17.805,1,Der Ring Des Nibelungen : Reisen Wurm Winde Sich Ringelnd!,0,1952,0.0832,47.027,0.0824,1952
0.0631,['Whigfield'],0.696,243069,0.8059999999999999,0,4cjHy6TwppuNZ05yrP8Fic,0.00155,8,0.0343,-11.140999999999998,1,Think of You - Radio Edit,52,1995-05-08,0.0361,127.395,0.871,1995
0.923,['Andre Kostelanetz & His Orchestra'],0.396,180627,0.12,0,2qvRoG2iaSMAxPyL1FvQXE,0.569,0,0.636,-16.514,0,Somebody Loves Me (From George White's Scandals),0,1949,0.0341,124.874,0.319,1949
0.936,"['Felix Mendelssohn', 'Jascha Heifetz', 'Charles Münch', 'Boston Symphony Orchestra']",0.194,421320,0.0714,0,13OCKaV16Lv0YAYjN4LsZR,0.336,0,0.0952,-25.033,1,"Violin Concerto in E Minor, Op. 64: II. Andante",0,1946,0.0416,102.152,0.043,1946
0.00487,"['David Banner', ""Lil' Flip""]",0.8440000000000001,254707,0.846,1,0DW5anNzTO7h0OlKqFsVQ6,0.0,7,0.0784,-5.167000000000002,1,Like A Pimp,57,2003-05-20,0.17600000000000002,144.079,0.91,2003
0.936,"['Ben Webster', 'Johnny Hodges']",0.469,213960,0.162,0,15MO6wBxwP10ZHy7DCVk4V,0.496,1,0.0981,-12.677,1,I Didn't Know About You,50,1995-01-01,0.0332,91.839,0.238,1995
0.000375,['Metallica'],0.454,414133,0.888,0,4y8YNER0bmZhPOTJr76IiR,0.0204,11,0.109,-4.8439999999999985,1,Where The Wild Things Are,35,1997-11-18,0.0485,92.221,0.166,1997
0.0215,"['The Lab Wizard', 'Buzz Junkies']",0.5920000000000001,194200,0.833,0,5b34BaBEDgq36xuG2IFPNY,0.0,9,0.319,-3.435,0,All I Want (Charlies Groove) - Buzz Junkies Radio Edit,0,2017-01-30,0.0803,129.987,0.426,2017
0.331,['The Beach Boys'],0.593,111200,0.8240000000000001,0,3jZLwNteBDlGhgOCEgnuF2,1.87e-05,8,0.0535,-8.191,1,Shut Down - Remastered 2001,26,1963-03-25,0.0436,159.921,0.98,1963
0.7879999999999999,['Lana Del Rey'],0.545,247150,0.26,1,6OG05bPAwUuV3OMvy2Vy1P,0.00099,9,0.105,-12.668,1,Mariners Apartment Complex,70,2019-08-30,0.0289,75.962,0.185,2019
0.748,['Nat King Cole'],0.278,182400,0.39,0,2Iu8YgkRJNQgqkYnYJ46nv,0.00271,3,0.25,-10.622,1,An Affair To Remember,27,1966-01-01,0.0283,89.51899999999998,0.0929,1966
0.0545,['Queen'],0.764,261480,0.629,0,5LTWxrtT2mfKjTqdgPxXFr,0.0122,9,0.168,-6.52,0,Pain Is So Close To Pleasure - Remastered 2011,24,1986-06-02,0.024,112.183,0.61,1986
0.614,['Jon B.'],0.6970000000000001,273973,0.402,0,6YdEfXtj0YI5IbiJqVyT1c,3.35e-06,3,0.0757,-10.358,0,They Don't Know,47,1995,0.0476,125.822,0.556,1995
0.989,['Blossom Dearie'],0.382,178800,0.0157,0,5kYM2prG1WmsbPMWnjQGut,0.0439,7,0.157,-22.938,0,Dance Only With Me,37,1959-01-01,0.0366,77.686,0.124,1959
0.995,['Khursheed Bano'],0.583,179667,0.0694,0,46ELvDdJpUq7dJ3lWgWPiF,0.611,4,0.142,-18.049,0,Girdhari Chhed Muraliya Pyari,0,1942-01-01,0.101,115.766,0.765,1942
0.975,['Cafe Jazz Deluxe'],0.639,148979,0.0189,0,0ZPFcN0dpbZ93x2cWwRIKo,0.7609999999999999,4,0.0952,-18.624,0,Mysterious Jazz Piano Solo - Vibe for New Years Resolutions,1,2021-01-01,0.138,84.965,0.0778,2021
